cutoff	recall_rate	FDR
0.0001	0.9711462700425344	0.028853722096367062
0.00025	0.9712132919069192	0.028786700250242138
0.0005	0.9712585180430487	0.028741474126434262
0.001	0.9712933912082571	0.028706600970726984
0.005	0.9713685864707376	0.028631405728733166
0.01	0.9714010076165173	0.028598984591786555
0.025	0.9714473235390596	0.028552668681862826
0.05	0.9714843762770935	0.028515615953923844
0.1	0.9714993608402689	0.02850063139483087
0.2	0.9715012679664913	0.02849872426912813
0.5	0.9714399674807734	0.02856002473814483
