cutoff	recall_rate	false_positive
0.0001	0.9323600820543394	5.609089641946567e-06
0.00025	0.9326696816014455	5.887587451700756e-06
0.0005	0.932798855736809	5.0458089370807245e-06
0.001	0.9329758818291999	4.7645833385883885e-06
0.005	0.933316336736575	5.043011282897243e-06
0.01	0.9334763662322075	5.322264517106739e-06
0.025	0.9336973219900662	5.040953546772908e-06
0.05	0.9338144677646468	4.760304659498208e-06
0.1	0.9339253378727321	5.0397228152451615e-06
0.2	0.9340129357175636	5.5991637089084375e-06
0.5	0.9339622074133925	6.159411160293076e-06
