cutoff	recall_rate	FDR
0.0001	0.9285672501316209	0.07143228557314822
0.00025	0.9287037458320063	0.07129579075995113
0.0005	0.9286842464462369	0.07131529001897928
0.001	0.9287167454225191	0.07128279125393235
0.005	0.9287947429655966	0.07120479421781972
0.01	0.9288142423513659	0.07118529495879157
0.025	0.9288857400991869	0.07111379767568832
0.05	0.9289052394849562	0.07109429841666016
0.1	0.9289507380517513	0.07104880014559446
0.2	0.929061234571111	0.0709383043444349
0.5	0.9291782308857272	0.07082130879026596
