cutoff	recall_rate	FDR
0.0001	0.926284221267949	4.810740652009302e-06
0.00025	0.9265913975779415	5.129753919292299e-06
0.0005	0.9267155752351726	4.487936107177043e-06
0.001	0.9269006534180791	3.846036739265952e-06
0.005	0.9272458554221521	4.485369525566446e-06
0.01	0.9274119207580185	4.4845663648553506e-06
0.025	0.9276442339827904	4.163198668801214e-06
0.05	0.9277704911701664	3.8424308754690565e-06
0.1	0.9279148699773777	3.841833015368293e-06
0.2	0.9280776674801591	4.161254368516846e-06
0.5	0.9282945327667109	4.160282233546724e-06
