cutoff	recall_rate	false_positive
0.0001	0.9877073778334348	0.01229261187658
0.00025	0.9877241195728512	0.01227587015117778
0.0005	0.9877316533555887	0.012268336374746782
0.001	0.9877559288777427	0.012244060872913562
0.005	0.987782715660809	0.012217274112270011
0.01	0.9877986203132547	0.012201369473137902
0.025	0.9878203845744962	0.012179605230115015
0.05	0.9878329408790585	0.01216704893606335
0.1	0.9878413117487668	0.01215867807336224
0.2	0.9878547051402999	0.012145284693040465
0.5	0.9878781435754831	0.012121846277477357
