cutoff	recall_rate	false_positive
0.0001	0.9888830980629573	0.011116898130313399
0.00025	0.9888830980629573	0.011116898130313399
0.0005	0.9888827556356683	0.011117240557485133
0.001	0.9889036437002967	0.011096352500009416
0.005	0.9896347259622892	0.01036527048835936
0.01	0.9900216687988472	0.009978327784301015
0.025	0.9905253793409508	0.009474617414681702
0.05	0.9908979402313712	0.009102056651836147
0.1	0.9912088642097737	0.008791132779902538
0.2	0.9914944485687909	0.008505548518677176
0.5	0.9916509378398591	0.008349059301195174
