cutoff	recall_rate	FDR
0.0001	0.9956850024458029	0.004314991658320433
0.00025	0.9956850024458029	0.004314991658320433
0.0005	0.9956850024458029	0.004314991658320433
0.001	0.9956481104464479	0.00435188360726744
0.005	0.9957478554817412	0.004252138708262567
0.01	0.995848966887381	0.004151027440778174
0.025	0.996023862291731	0.003976132275399765
0.05	0.9961372710304892	0.003862723691599703
0.1	0.9962452142878614	0.0037547805817177166
0.2	0.9963504248045407	0.0036495702087947675
0.5	0.9964542689508735	0.003545726204351337
