cutoff	recall_rate	false_positive
0.0001	0.9411764705882353	0.05847953216374269
0.00025	0.9411764705882353	0.05847953216374269
0.0005	0.9411764705882353	0.05847953216374269
0.001	0.9411764705882353	0.05847953216374269
0.005	0.9588235294117647	0.04093567251461988
0.01	0.9529411764705882	0.04678362573099415
0.025	0.9470588235294117	0.05263157894736842
0.05	0.9529411764705882	0.04678362573099415
0.1	0.9588235294117647	0.04093567251461988
0.2	0.9647058823529412	0.03508771929824561
0.5	0.9705882352941176	0.029239766081871343
