cutoff	recall_rate	false_positive
0.0001	0.9722442136636706	2.7471066451453168e-05
0.00025	0.9722431863818037	2.7471095476848912e-05
0.0005	0.9722421590999367	2.747112450230599e-05
0.001	0.972331190195074	2.570784617551768e-05
0.005	0.9735492040620095	2.145511396710333e-05
0.01	0.9740813360690991	1.9334248019030523e-05
0.025	0.974829197268252	2.107568912234508e-05
0.05	0.9754304995877175	1.720126924304235e-05
0.1	0.9760400201621188	1.789216915888211e-05
0.2	0.9767276141584096	1.8230147194415405e-05
0.5	0.9776127887004473	2.0315172386496856e-05
