cutoff	recall_rate	false_positive
0.0001	0.9954470638411876	0.00455292914860071
0.00025	0.9954470638411876	0.00455292914860071
0.0005	0.9954470638411876	0.00455292914860071
0.001	0.9954070312608261	0.004592961667323611
0.005	0.9954978744239542	0.004502118644067797
0.01	0.9955840984431945	0.004415894757587702
0.025	0.9957442287646407	0.004255764682696098
0.05	0.9958443102155446	0.0041556833858888455
0.1	0.9959582490981121	0.0040417446787544345
0.2	0.9960675688367918	0.003932425108395743
0.5	0.9962400168752723	0.0037599773354355537
