cutoff	recall_rate	false_positive
0.0001	0.8656289344168479	0.13436337625178826
0.00025	0.8656289344168479	0.13436337625178826
0.0005	0.8656289344168479	0.13436337625178826
0.001	0.8662012132310862	0.13379113018597996
0.005	0.870607760100721	0.12938483547925608
0.01	0.8745564839189653	0.12543633762517883
0.025	0.8811949181641295	0.11879828326180257
0.05	0.8870321620693602	0.11296137339055794
0.1	0.8919537598718096	0.10804005722460658
0.2	0.8957308000457823	0.10426323319027182
0.5	0.9017397275952844	0.0982546494992847
