cutoff	recall_rate	FDR
0.0001	0.9878078773983215	1.2448942047408338e-05
0.00025	0.9878078773983215	1.2448942047408338e-05
0.0005	0.9878078773983215	1.2448942047408338e-05
0.001	0.9878461357680232	1.2448459918033808e-05
0.005	0.9885142908674539	9.675617995543687e-06
0.01	0.9886891862718038	6.9099522660497464e-06
0.025	0.9889638267114472	5.5264343169465344e-06
0.05	0.9891510194489155	4.144047076374787e-06
0.1	0.989324548482919	8.286606082368864e-06
0.2	0.9895650296639003	9.665344355507935e-06
0.5	0.9897672524751799	1.3804756566922699e-05
