cutoff	recall_rate	false_positive
0.0001	0.9804149179986308	0.019584499077326033
0.00025	0.9804149179986308	0.019584499077326033
0.0005	0.9804149179986308	0.019584499077326033
0.001	0.9802363306247581	0.01976308113578189
0.005	0.9797898621900765	0.020209536281921542
0.01	0.9798493913147007	0.020150008929102924
0.025	0.9800279786885734	0.019971426870647062
0.05	0.9802660951870703	0.019733317459372582
0.1	0.981010209244873	0.01898922554913983
0.2	0.9814566776795547	0.01854277040300018
0.5	0.982081733488109	0.017917733198404666
