cutoff	recall_rate	false_positive
0.0001	0.9996089445056703	0.0003910527139058345
0.00025	0.9996160546055672	0.00038394266456209206
0.0005	0.9996231647054641	0.00037683261521834964
0.001	0.999630274805361	0.00036972256587460716
0.005	0.9996444950051548	0.00035550246718712227
0.01	0.9996444950051548	0.00035550246718712227
0.025	0.9996444950051548	0.00035550246718712227
0.05	0.9996373849052579	0.00036261251653086474
0.1	0.999630274805361	0.00036972256587460716
0.2	0.9996444950051548	0.00035550246718712227
0.5	0.9996089445056703	0.0003910527139058345
