cutoff	recall_rate	FDR
0.0001	0.9754475599618839	1.3856332921492328e-05
0.00025	0.9757494249921718	9.234740169041919e-06
0.0005	0.975898104783209	9.23333325638889e-06
0.001	0.9760693118153126	9.231713706094546e-06
0.005	0.9762652988125892	9.229860444510079e-06
0.01	0.9764094731554132	9.228497600590624e-06
0.025	0.9764545276375457	9.22807179439856e-06
0.05	0.9764545276375457	9.22807179439856e-06
0.1	0.9763509023286409	1.6150727821013018e-05
0.2	0.9758800829903561	1.1541853067593709e-05
0.5	0.973965267499724	1.3877420742580785e-05
