cutoff	recall_rate	false_positive
0.0001	0.9685581215102625	0.031441868757591175
0.00025	0.968628693948692	0.03137129634100592
0.0005	0.9686714088456361	0.03132858145728326
0.001	0.9686980282741665	0.03130196203699233
0.005	0.968774172220893	0.031225818113834545
0.01	0.9687887200481131	0.031211270291117407
0.025	0.9688431970181287	0.031156793337963874
0.05	0.968886840499789	0.031113149869812465
0.1	0.9689273886990621	0.03107260168309023
0.2	0.9689617463335606	0.031038244059226353
0.5	0.968991770572717	0.031008219829363325
