cutoff	recall_rate	FDR
0.0001	0.9299989506992707	6.656482248825963e-06
0.00025	0.9302830976224208	4.990845126423098e-06
0.0005	0.9304165042933115	4.9901295238019195e-06
0.001	0.930605316518934	5.654328920961129e-06
0.005	0.9309442499403384	4.322330121620395e-06
0.01	0.9311147999998762	4.986387163044887e-06
0.025	0.931337041275281	5.317542006089251e-06
0.05	0.9314825195474821	4.652125672522917e-06
0.1	0.9316468790422453	4.651304956829245e-06
0.2	0.9317728570354066	4.982865586204239e-06
0.5	0.9319845743506949	4.317505358688382e-06
